AVERAGEPRICE,TOTAL VOLUME,4046,4225,4770,TOTAL BAGS,TYPE,REGION
1.22,260512.01,31.384199906944787,34.575922238671446,0.8558568950429579,33.1840209593408,1,38.0
1.81,3303.41,0.7346953602489549,15.639293941714774,0.0,83.62601069803628,0,5.0
1.19,255431.85,17.29588146505614,50.35197059411346,1.2458900485589406,31.10625789227146,1,16.0
1.08,710038.58,50.87976768811633,7.834464431496103,0.018422942595598117,41.267344937791975,1,1.0
1.33,3203213.09,2.934167892027439,65.62721589027973,0.16567645832141628,31.272939759371425,1,29.0
1.01,99886.07,38.42215436046287,34.38663669518682,0.12732506144250144,27.063883882907795,1,39.0
1.19,192767.09,24.706691375586985,22.236056994998474,19.90499000633355,33.152261623080996,1,7.0
1.71,8720.44,25.334845489447776,40.00566485177353,0.0,34.65948965877869,0,53.0
0.87,50886.04,21.464236556823835,0.07571821269644878,0.0,78.46004523047971,0,18.0
1.18,1702.84,5.672288647201147,12.93016372648047,1.5480021610955816,79.84954546522282,0,34.0
1.21,270097.92,16.105199921569184,49.03025539774613,0.28791780403196,34.57662687665274,1,16.0
1.48,108346.9,69.2369694010627,19.954258035993647,0.0,10.808772562943656,0,6.0
1.91,1656.67,1.3122710014667978,66.29745211780256,0.0,32.390276880730624,0,3.0
0.85,268519.12,6.676075804210889,34.83401479939306,0.5299212957349183,57.95998810066113,1,19.0
0.95,95660.52,27.752953883169358,22.199398456123802,3.081657929519931,46.965989731186916,1,47.0
1.62,787324.19,10.391815854152785,63.325851832394484,15.991565050224105,10.290767263228632,1,8.0
1.07,99460.72,12.304304654138841,31.39190023961218,0.035601994435592255,56.26819311181339,1,47.0
1.81,8582.19,2.3897163777543957,47.411092040609674,10.26847459681037,39.93071698482555,0,7.0
0.64,6687273.64,53.64343502474051,25.716309853293218,0.41195757020046214,20.228297551765806,1,45.0
1.5,8676.28,44.15602078310059,36.72668470819291,0.0,19.117294508706493,0,40.0
1.54,817357.28,19.366177297643937,64.5312084331102,6.8941173436419385,9.208496925603942,1,42.0
1.4,22798.51,13.237400163431733,31.473153289403566,0.04223960250033884,55.24720694466437,0,12.0
1.23,4239016.69,2.3407291656594063,69.18621945789036,2.459382626304309,26.013668750145918,1,29.0
1.07,553307.04,0.9417628230430611,83.69309922389564,0.05231995602297053,15.312817997038314,1,4.0
1.02,2614726.11,68.89037873263139,15.959207291504807,3.4116953840339326,11.738718591829873,1,22.0
1.43,2965083.46,20.874613424878095,41.22743580378004,1.0653133520902647,36.8326374192516,1,25.0
1.42,118172.53,0.7480757160737779,38.45530767598866,0.0784869377003268,60.71812967023723,1,5.0
2.33,50300.29,9.611316356227768,38.62772958167835,4.665778268872804,47.09517579322107,0,28.0
1.36,2168.35,42.41981229967487,45.28189637281804,0.0,12.298291327507092,0,14.0
2.19,11021.67,23.330312012607887,36.51851307469739,0.0,40.15117491269472,0,33.0
1.59,1093097.04,1.5525254738591188,66.9720347975693,0.2743727126001549,31.20106701597143,1,28.0
0.95,438581.5,59.92545285197848,13.232772016147512,0.1762705449272256,26.66550458694678,1,50.0
0.99,2392448.9,42.80622837963227,39.606383651496174,4.961697196542004,12.625690772329559,1,22.0
1.44,26885.4,35.06345451434608,7.429013516629842,0.0,57.50753196902407,0,11.0
1.36,5554.46,25.739855899583397,0.4455878699279498,0.0,73.81455623048865,0,50.0
1.89,8090.29,37.56354840184962,35.262765611615905,0.0,27.173685986534473,0,21.0
0.92,668003.85,20.344077358236785,23.402221409352656,1.7190829064832487,54.53461832592731,1,36.0
1.51,59217.48,44.185804596885916,8.53256504667203,0.0,47.28163035644205,0,45.0
1.41,12250.82,52.647251367663564,2.188016802140592,0.0,45.16473183019586,0,11.0
1.57,1710.38,14.109145336124135,56.0021749552731,0.0,29.888679708602762,0,19.0
1.79,20021.49,30.203346504181255,2.7690246829781398,0.0,67.0276288128406,0,11.0
2.32,7536.3,2.5228560434165304,70.13561031275295,0.1788676140811804,27.162666029749342,0,17.0
1.67,640448.59,31.303589879087717,41.29650281531575,0.9815229665819079,26.418384339014633,0,51.0
1.13,329845.26,60.47985652423806,13.344981825720339,4.996976461022966,21.178185189018635,1,44.0
1.23,169756.02,1.0467434380235825,47.36618471615911,0.03407832016796813,51.552993525649335,1,5.0
1.79,1485.73,0.6347048252374253,9.674705363693269,0.0,89.6905898110693,0,0.0
1.17,166462.83,43.149068173357385,20.463841687660846,1.8963452681899018,34.49074487079188,1,10.0
0.98,186044.56,1.2348117031747663,70.80983179513552,4.800796110351198,23.154560391338507,1,9.0
1.2,246513.23,18.77439194642819,25.865905858277866,18.273347844251607,37.08635435104233,1,37.0
1.96,2728.36,2.55208256974886,7.2842293538975795,0.4192995059303024,89.74438857042327,0,16.0
0.89,210309.77,2.013629704411735,59.55629165492407,4.260444010756133,34.16963462990807,1,9.0
2.0,3240.47,42.52654707496135,53.105876616663636,0.0,4.36757630837502,0,48.0
1.64,11259.09,0.05329027479130196,11.426500720750967,0.0,88.52020900445773,0,4.0
1.3,7774.3,0.42151704976653853,13.727795428527326,0.0,85.85068752170613,0,14.0
1.09,252693.38,14.341986323504003,62.51419803716266,0.1248350866967706,23.01898055263656,1,16.0
1.46,2652.11,32.43530622787139,0.9241698119610423,0.0,66.64052396016757,0,50.0
1.63,19234.05,9.144199999480088,39.1756286377544,0.0883329304020734,51.591838432363446,0,53.0
1.16,210124.43,31.691450632370543,41.742837803295885,5.530970387403312,21.03474117693026,1,38.0
1.53,5821.39,0.560690831571154,1.581752811613721,0.0,97.85755635681512,0,5.0
1.76,20129.5,0.0,0.9969447825330982,0.0,99.0030552174669,0,30.0
1.44,8316.29,0.9210838005889643,46.62355449365041,7.041841975207694,45.41351973055292,0,38.0
1.4,105965.36,11.030557533141018,26.991160130065143,0.0,61.97828233679383,0,22.0
1.65,17775.41,63.4397181274581,27.962730536173286,0.0,8.597551336368612,0,33.0
1.92,2923.4,82.4478347130054,7.290141615926661,0.0,10.262023671067935,0,48.0
0.85,111993.65,22.122897146400714,20.419872019529677,3.036779317398799,54.42045151667081,1,47.0
2.05,138458.82,24.988816169313015,45.57872875126337,0.0011339111513444936,29.431321168272273,0,6.0
0.97,642934.25,74.66773624208074,9.057257410069537,0.025694695841759867,16.24931165200796,1,24.0
1.03,189989.18,30.617138302297004,39.080888711662425,2.724828856043276,27.577144129997293,1,38.0
1.43,74680.7,1.752942862078154,57.181145864995905,1.5424734904734423,39.5234377824525,1,34.0
1.27,149975.22,25.651657653844413,6.4789036482160185,0.0,67.86943869793957,0,45.0
1.32,4030251.0,5.441025881514576,66.2890723183246,0.16185096163985815,28.108050838520978,1,29.0
1.44,2132.11,0.11537866245174967,62.65295880606535,0.0,37.2316625314829,0,23.0
1.36,128846.15,0.9047612210376483,42.29295947143163,1.7114519913866266,55.09082731614411,1,5.0
1.13,9327.19,0.15395848052843353,7.967136940493331,0.0,91.87890457897822,0,4.0
1.26,143644.79,21.82071483414052,35.23557659139604,0.11228391924273758,42.8314246552207,1,39.0
1.59,8462.86,1.0484635217881426,8.518751344108255,0.0,90.43278513410358,0,24.0
1.38,13919.54,47.07971671477649,15.76675666006204,0.0,37.15352662516146,0,33.0
1.19,415841.32,28.260397499700122,58.10800860289689,3.1904814076677135,10.441112489735268,1,40.0
1.0,23369.48,32.13088181679695,0.2091189020893918,0.0,67.65999928111366,0,18.0
2.34,1962.54,2.6475893484973554,26.056029431247264,0.0,71.29638122025538,0,3.0
2.3,24924.61,0.1993210726266128,88.28820190165465,0.0,11.512477025718757,0,8.0
2.05,12472.67,5.248836055150981,25.90968894390696,0.4496230558493089,68.39185194509275,0,38.0
1.92,27541.24,12.57503293243151,61.3324599763845,0.06724461207992087,26.02526247910406,0,35.0
1.83,3584.6,8.109133515594488,55.99202142498465,15.61708419349439,20.28176086592646,0,7.0
2.02,3405.9,17.998473237617073,42.715288176399774,15.87686074165419,23.409377844328958,0,44.0
1.03,356980.37,25.692894542072438,21.362401523646803,1.1565397839662725,51.788164150314486,1,37.0
1.26,409152.46,3.45766221227168,65.69720490010008,0.4439274298876267,30.401205457740616,1,32.0
1.81,3118.58,6.042493699055339,62.58072584317221,2.7583066652130133,28.618473792559435,0,26.0
0.84,354048.59,54.86263057847511,29.55003153663174,2.108024212156868,13.479313672736277,1,21.0
1.67,9790.85,0.0637329751758019,2.0518136831837888,0.0,97.8844533416404,0,30.0
1.73,68830.07,3.2915119801563475,45.290684725440485,0.11555995802416008,51.30224333637899,1,23.0
2.2,16058.2,2.186546437334197,22.65895305825061,0.0,75.15450050441518,0,9.0
1.81,6250.05,1.2500699994400044,39.150086799305605,10.985512115903074,48.61433108535132,0,37.0
1.44,82513.95,4.2588556238066415,69.43896153317107,0.0,26.302182843022305,0,15.0
1.81,11722.26,3.1771177230329304,19.83866592278281,0.05092874582205138,76.9332876083622,0,32.0
1.65,1269.74,1.0128057712602578,9.760265881204026,0.0,89.22692834753572,0,5.0
1.28,9685.15,14.643655493203514,43.457974321512836,0.0,41.89837018528365,0,1.0
2.19,5103.37,24.513213817536254,47.88698448280254,0.0,27.599801699661203,0,40.0
1.74,5317.73,35.82148774006954,38.504023333264385,0.0,25.67448892666608,0,1.0
2.79,5562.0,14.211614527148509,65.2168284789644,0.2562028047464941,20.315354189140596,0,53.0
1.73,8777.48,1.4468845272219362,12.182539863377643,0.0,85.86644458318334,0,19.0
1.65,178141.22,1.9548872518106701,36.53494682477194,0.0,61.34717164281237,0,15.0
1.21,173059.32,17.286442590898886,25.299388672046092,21.73491725265071,35.679251484404304,1,7.0
1.54,18004.14,3.344230826909811,58.43283822498603,1.5809141675192484,36.64201678058491,0,2.0
0.93,11987.87,2.1329060124942965,32.053734316438195,1.6722737233553584,64.14108594771214,0,38.0
1.46,221373.99,34.67055908419955,21.98425840361824,0.054708324135098255,43.29047418804712,1,31.0
1.44,328515.05,45.73372513679359,20.20735427494113,0.5809535971030856,33.477966991162205,1,44.0
1.12,64001.61,72.16893450024148,8.215746447628426,10.089136820151868,9.526182231978227,1,3.0
1.83,1335461.36,3.8743831569937743,62.51619215699359,0.2446742450114768,33.36475044100115,1,28.0
1.45,125541.88,12.809542122517204,52.88980059881213,0.0,34.30065727867067,0,6.0
0.89,512348.02,37.195371614786374,24.282158834145587,0.02076518222906375,38.50170436883898,1,1.0
1.0,84398.93,20.286963353682328,46.05264545415446,2.3860136615476053,31.274377530615617,1,47.0
1.17,459793.66,36.49073586617092,33.81276505639509,2.6852566866624477,27.01124239077155,1,43.0
0.83,1377530.34,43.78174567102457,13.945658721389758,0.3575993832556893,41.91499622432999,1,18.0
1.09,459322.74,14.745755892686699,28.764822312084963,0.05536629865092245,56.434055496577415,1,43.0
2.23,15498.84,17.731778636336653,39.966603952295785,0.021808083701748002,42.27980932766581,0,32.0
1.26,473428.36,0.9234660128936931,83.16953804795301,0.7285495106376814,15.178446428515608,1,4.0
1.35,6699.78,2.3314198376663113,51.00286875091421,4.734483818871665,41.93122759254782,0,38.0
1.35,12470.02,51.82934750706093,37.05936317664286,0.0,11.111289316296205,0,21.0
1.78,593797.17,22.26042438026439,45.77067788989294,0.9920171899775136,30.97688053986515,0,51.0
1.68,12206.22,4.480748339780866,14.98694927668025,0.0,80.53230238353889,0,10.0
1.21,6559.49,1.6332062401192775,45.52579545056095,0.0,52.84099830931977,0,39.0
1.54,59452.63,3.369741590910276,13.517669445405527,0.12157578226564578,82.99101318141855,0,2.0
1.68,18877.36,3.055406052541245,96.22060499985167,0.0,0.7239889476070805,0,8.0
0.94,4655896.95,39.2293291628802,23.323083428639887,0.19967516677962555,37.24791224170028,1,46.0
2.08,1555.89,1.7301994356927548,77.19183232747817,0.0,21.07796823682908,0,3.0
0.99,166540.0,33.81529962771707,28.381770145310437,0.0894679956767143,37.70925903686802,1,39.0
1.05,30514.09,22.95067622858817,13.897514230311309,0.16975764310847874,62.982051897992044,0,12.0
1.53,8814.22,11.717202429710174,1.4596867334829402,0.0,86.82311083680689,0,34.0
2.07,561541.93,26.25804986637418,54.312836443041746,1.807083221728429,17.622030468855638,1,42.0
1.15,250600.37,33.10288009550824,30.089309125920284,0.5882393549538655,36.219571423617616,1,38.0
1.16,103804.48,26.389284932596357,27.227321980708346,0.09183611343171316,46.29155697326358,1,39.0
1.54,10037.87,1.055203942669112,37.92318489878828,2.333363552227713,58.68824760631488,0,38.0
0.9,3037663.98,68.61359793982217,16.561338361065204,2.850031161116115,11.975032537996515,1,22.0
2.15,553215.27,10.766360444099817,57.01472231596211,18.22219404753596,13.996723192402117,1,8.0
1.56,633327.17,23.08141303964584,60.87230869946728,3.0237262677361527,13.02255199315071,1,42.0
1.82,24707.16,36.894244421455156,52.22162320558089,0.02015610049880278,10.863976272465147,0,36.0
1.22,474934.47,3.0306265199070515,65.97939290445692,2.164473343027723,28.82550723260832,1,32.0
0.86,866343.38,11.213423250259037,30.321006204260488,1.5315589991580474,56.934011546322424,1,43.0
1.13,262808.03,23.063260281658817,43.266703076005705,5.340415207252229,28.32962143508324,1,37.0
0.96,187310.28,67.69318800868804,9.819706638631901,7.299343100656301,15.187762252023756,1,26.0
1.1,5341821.67,48.85098738236239,34.99314326604991,3.6238115376846713,12.532057813903025,1,6.0
0.64,1103110.33,60.8205219146121,23.255297591130343,1.464355791138317,14.459824703119226,1,33.0
1.41,776964.55,12.782653983376719,34.87686536020208,1.6646795532691934,50.675801103152,0,51.0
1.44,5341.14,4.023860074815488,2.156094017382057,0.0,93.82004590780245,0,27.0
1.22,392513.77,16.576592968954948,16.292681910242283,10.88815559260507,56.24256952819769,1,13.0
1.54,494093.73,63.29512216234762,15.078715935132388,0.049055469698026724,21.577106432821967,1,24.0
1.38,224288.57,22.678601053990402,38.39406974684443,3.039343467212796,35.88798573195236,1,7.0
1.9,1478.7,76.59836342733483,2.85182930952864,0.7127882599580712,19.837019003178465,0,20.0
1.38,1536445.96,44.215052640055106,28.4363148053707,0.22045292110371395,27.128179633470484,1,35.0
0.73,38685.43,1.7204668527660159,25.124601174137133,0.0,73.15493197309685,0,13.0
1.33,131605.7,40.91724750523723,9.328646099675014,0.07511072848668407,49.67899566660106,1,26.0
0.91,4584245.6,53.32646226458723,17.598749726672587,0.11822599557056893,28.95656201316963,1,46.0
2.08,31252.62,0.22305329921139408,94.29663816985584,0.0,5.480308530932767,0,8.0
1.21,155729.0,54.34954311656789,6.810549094902041,0.19649519357345133,38.64341259495662,1,20.0
1.1,320748.32,32.92170945743379,16.829868352856842,2.6819719585748723,47.56645023113449,1,13.0
1.16,2766391.11,58.38689707183161,15.580446974469925,1.9938724427147254,24.03878351098374,1,46.0
1.45,975275.55,18.07554388090627,41.379227644946084,0.8845592407191997,39.660669233428436,0,51.0
1.07,426337.91,26.24587618774038,36.47220581439732,2.1983360569553856,35.083581940906925,1,43.0
1.3,577976.65,0.9395708286831309,79.14652607505856,1.4745180449763844,18.439385051281914,1,4.0
1.16,608172.61,16.32787112856003,27.333164510647727,0.053187202889653326,56.285777157902594,1,43.0
1.53,1280725.34,1.1503418836079247,58.30549507203472,3.9025744583143798,36.641588586042964,1,28.0
1.19,781627.98,7.657150400373333,66.9796275716742,1.956864440804691,23.40635758714779,1,2.0
1.72,21798.32,6.183320549473537,67.36253069043853,0.007661140858561577,26.446487619229377,0,41.0
1.52,11063.56,4.8502471175643285,36.812834205264856,1.8551894688508943,56.48172920831993,0,38.0
2.06,70365.19,7.4538134552042,31.80322543007416,0.10995493652472196,60.633006178196915,0,28.0
1.54,12659.93,0.644869284427323,25.054561913059548,0.36240326763260144,73.93816553488053,0,44.0
1.27,3897.02,0.40646442666447696,16.932168682737068,0.0,82.66136689059846,0,3.0
0.8,337211.8,1.2721263016300142,29.924886970147547,0.30276224023002757,68.50022448799241,1,9.0
2.27,8020.1,4.465031608084687,24.340344883480252,0.0,71.19462350843506,0,39.0
1.14,9742.87,2.3058913851873215,54.43016277544501,0.0,43.26394583936765,0,39.0
1.38,51786.11,69.25216047314618,11.13437560766777,0.0,19.61346391918605,0,45.0
1.98,4920.3,7.60908887669451,43.01384061947442,28.667967400361764,20.7091031034693,0,7.0
1.72,160659.8,2.432313497215856,48.62904099220839,0.0,48.93864551057576,0,15.0
1.19,17183.94,9.841805779117013,21.062515348633667,0.0,69.09567887224934,0,21.0
1.02,24031.65,20.51877419985727,4.426912009787093,0.0,75.05431379035564,0,11.0
2.44,16831.7,35.36214404962066,37.346851476677934,0.0,27.291004473701406,0,42.0
1.28,17217.91,1.923346097174396,20.178407251518916,0.0,77.8982466513067,0,1.0
0.74,781036.73,62.35131093002503,19.568617470781433,2.0836280004398766,15.996443598753673,1,53.0
2.06,14388.05,20.04239629414688,69.7131994954146,0.0,10.244404210438525,0,41.0
1.57,279131.45,3.8309799916849205,64.60701221592909,0.3080340821501841,31.253973710235805,1,32.0
1.56,39978.99,2.1257915720232052,80.6066136238059,0.0,17.26759480417089,0,17.0
0.98,671667.78,21.721140174387997,36.1646080447688,2.785058410870922,39.32919336997228,1,12.0
1.04,123096.09,3.7753270635972274,56.366315128287184,9.10378225660945,30.754575551506147,1,19.0
1.14,108031.14,14.258074107150955,28.39477580260655,0.0,57.34715009024249,0,22.0
1.38,156586.25,8.356563874541985,53.72014464871596,0.05039395221483367,37.87289752452722,0,6.0
1.35,5189.51,1.4429107950461604,1.444066973567832,0.0,97.113022231386,0,49.0
1.2,129448.75,2.696642493650962,57.70271246342664,1.9361407506831856,37.66450429223921,1,14.0
1.0,10853.5,6.913806606163909,22.938867646381354,0.0,70.14732574745473,0,10.0
1.96,3493.98,7.664611703558692,42.003674892243225,35.13729328731132,15.194420116886759,0,7.0
1.49,13607.83,2.0010538050519444,92.27224325994666,0.0,5.726702935001392,0,9.0
2.99,2819.87,6.175107363105392,24.956114998209138,0.42590615879455435,68.44287147989093,0,20.0
1.89,13492.85,0.018824784978710946,1.371541223685137,0.0,98.60963399133615,0,30.0
1.88,1766.19,52.15690271148631,0.28309525022789167,0.0,47.560002038285795,0,24.0
0.96,34072.77,25.10996317587329,5.689381872973639,0.06641667231633942,69.13423827883675,0,12.0
1.88,114275.61,3.683541921150104,17.468268163258983,1.7827076136368907,77.06548230195402,0,29.0
1.1,581023.47,14.708467800792969,28.184427730604416,0.26764667527113833,56.83945779333149,1,43.0
1.63,1018118.27,15.010879826368306,35.33697317896083,0.9780405964034021,48.674106398267455,0,51.0
1.87,2437.13,72.1286923553524,3.317016326580855,0.0,24.55429131806674,0,31.0
1.3,302596.77,25.55997210413052,36.6503978214969,2.405514771357275,35.38411530301529,1,37.0
1.44,24924.27,18.525316889922955,1.9221024326891016,0.0,79.55258067738795,0,11.0
1.24,12445.56,9.100996660656492,23.608499738059198,4.8486367829169605,62.44186681836735,0,44.0
0.84,2073.07,0.7308002141751122,22.234656813325163,0.0,77.03454297249972,0,3.0
0.99,22617999.38,35.78921116762361,39.80537031034263,3.2319764348671587,21.173442087166595,1,51.0
1.56,227872.88,26.854871891731918,52.738886698583876,0.05672022050188684,20.349521189182322,0,52.0
0.73,1219398.43,70.18802951878493,21.406155984635802,0.5234138279151302,7.882400668664139,1,11.0
1.41,29913744.37,35.12742721214877,29.54233736403357,1.942499550750824,33.38773587306684,1,51.0
1.04,182002.85,52.888638831754555,3.745435854438543,0.11070705760926271,43.25521825619763,1,26.0
0.89,89822.98,46.528304894805316,1.9858726575315135,7.138340322264971,44.34748212539821,1,3.0
1.67,10158.08,3.2261017830141125,21.500618227066536,0.3544961252520161,74.91878386466733,0,38.0
2.07,94071.58,3.7843310381307513,40.363678381930015,19.7199621819895,36.13202839794973,1,14.0
1.8,19234.13,0.026619348002743043,1.649099803318372,0.0,98.32428084867888,0,30.0
1.6,250057.54,2.7077647808580374,75.97750101836561,0.030736925589206387,21.28399727518714,1,17.0
0.93,420066.9,35.990760043221684,34.98286106332111,1.4897674632302615,27.536611430226948,1,44.0
2.18,152064.59,32.09579560895801,43.47808388527533,0.0,24.42612050576666,0,6.0
1.31,7676.74,1.718568037995295,64.88835104484455,0.0,33.39308091716015,0,39.0
1.56,97962.05,35.59512076360182,21.957339602427677,1.1663904542626455,41.28114917970785,1,34.0
1.28,219338.92,25.868432287347815,36.56519326346642,4.664862943612561,32.901511505573204,1,7.0
0.79,17342.81,1.1431250183793744,25.813348586532403,0.0,73.04352639508821,0,9.0
1.74,5258.5,38.6908814300656,44.08728724921556,0.0,17.221831320718834,0,1.0
1.26,405274.71,27.810849583977248,57.532487038236354,3.0635392965921806,11.59312408119421,1,40.0
1.16,276030.7,44.0103800048328,14.521232602025789,1.833375780302698,39.63501161283872,1,21.0
1.44,190445.0,28.1871406442805,34.47557037464885,2.3896663078579117,34.947622673212734,1,7.0
1.74,238274.56,3.8387144645236155,14.328692916272722,0.018638162630538482,81.81395445657313,0,29.0
1.54,79900.43,2.8179322689502424,17.479442851559124,1.8910786838068332,77.81154619568382,0,29.0
1.83,23690.65,42.91338566058761,19.746988790936506,2.213615920204806,35.12600962827106,0,46.0
0.75,1298826.19,62.95892986266315,27.51178739320001,0.6008402094201688,8.928442534716673,1,11.0
0.98,34420.5,32.005578071207566,0.1171685478130765,0.0,67.87725338097935,0,18.0
1.4,407047.88,17.254186411682085,27.015490167888846,3.687347542505319,52.042975877923745,1,36.0
1.34,64364.81,71.19764666438074,9.467782162333735,0.0,19.33457117328553,0,45.0
1.67,114406.15,43.09365361914548,46.06775072843549,0.00538432593003086,10.833211326489005,0,6.0
1.92,455831.94,66.29873501185547,9.743531793757146,0.022931697151366795,23.934801497236023,1,24.0
1.04,6242381.13,37.14885588858622,17.625108385524037,2.2862754937233385,42.939760232166414,1,52.0
1.32,62300.0,6.537720706260032,60.621187800963085,0.1043338683788122,32.736757624398074,1,49.0
0.89,22034.63,0.8679973296579065,69.6588506364754,0.0,29.47315203386669,0,39.0
1.74,13748.96,84.1140711733833,9.305285636149936,0.17652244242473614,6.404120748042034,0,12.0
1.18,336673.77,42.55605656478673,24.285705417443122,4.499302098883438,28.658935918886698,1,44.0
1.58,48176.23,11.532346968619171,73.87736649380825,0.0055213950946348435,14.58476514247794,0,43.0
1.26,258325.55,30.659247604427826,34.924555468864774,0.9574817512243757,33.458715175483036,1,38.0
0.9,470643.79,33.39271511475802,16.2585614908464,1.6614051148959177,48.687318279499664,1,13.0
1.48,2083054.88,29.105116520021788,34.24910389302849,5.17245949852267,31.473320088427055,1,25.0
1.84,7013.82,46.896555657259526,1.918783202306304,0.0,51.18466114043417,0,31.0
1.42,44984.85,37.7467525177921,38.96803034799493,0.0,23.285217134212964,0,22.0
1.76,5592.18,0.5046332557249588,43.80760275956783,11.533963499029,44.153800485678204,0,37.0
1.48,12762.43,0.9290550467269947,27.53723232957987,0.6199446343682199,70.91376798932491,0,44.0
1.3,10407.9,3.2661728110377695,74.03722172580444,0.0,22.696605463157795,0,9.0
1.6,2097.4,0.0,5.124916563364165,0.0,94.87508343663583,0,49.0
1.5,5939.18,11.67097141356214,22.493845951798058,6.0979798558050105,59.737202778834785,0,44.0
1.6,5828.18,0.927905452474014,68.94656650961363,0.0,30.125528037912346,0,39.0
1.08,1030786.84,1.5727907430405301,56.54354104870024,0.45540356335942356,41.42826464489981,1,28.0
1.72,17226.14,5.758109477805243,56.928598049243774,0.028793449954545827,37.28449902299645,0,41.0
0.83,590001.82,43.84092577883913,24.00089037013479,0.0733048586189107,32.08487899240718,1,1.0
1.23,4472.77,5.708543028145869,0.1804251056951285,0.0,94.111031866159,0,24.0
0.85,724865.72,13.802219809760075,44.66985968104547,2.512979921301838,39.01494058789261,1,12.0
1.35,19980.31,58.07972949368653,7.441926576714776,0.0,34.47834392959869,0,11.0
1.2,6939.71,3.6328607391375147,0.48661975788613654,0.0,95.88051950297634,0,50.0
1.07,202356.13,1.1113772535578734,69.74920898121543,2.551694381583597,26.587719383643083,1,14.0
1.48,2013.46,8.05677788483506,1.7169449604163975,0.0,90.22627715474854,0,27.0
1.26,373650.83,3.498838742041601,68.6070548806221,0.14738091174586712,27.746725465590426,1,32.0
1.84,8724.65,0.5314826382720224,2.6017089510754015,0.0,96.8668084106526,0,30.0
1.75,1427.36,4.226684228225536,68.21684788700819,0.0,27.556467884766285,0,14.0
1.68,1388.5,53.08030248469572,0.0,0.0,46.919697515304286,0,27.0
1.26,408314.87,39.765340899781584,16.988401622502753,0.03925401982053703,43.20700345789513,1,1.0
1.12,213086.98,29.027338976787785,43.165485756098285,4.871283078862913,22.935892188251014,1,38.0
1.3,3084199.23,16.630615331552363,46.38461958243859,5.148073394726838,31.836691691282216,1,15.0
2.37,5223.36,0.9405823071739264,86.75105679103106,0.30497610733321084,12.003384794461804,0,17.0
1.28,27768.13,40.04497241982085,6.504651195453206,0.0,53.45037638472594,0,11.0
1.93,23613.28,27.822352506725036,41.277027164375305,0.042518447246634096,30.858101881653038,0,32.0
1.28,798853.0,38.86584891087597,48.465487392549065,0.24610284996113177,12.422560846613832,1,42.0
1.77,7485.54,29.300090574627884,43.1624171402464,0.0,27.53749228512572,0,53.0
1.12,1495176.98,42.46416501142226,33.42724350932691,1.713030654070129,22.39556082518071,1,35.0
1.31,30581.47,1.9879358317307836,25.61322264757057,0.0,72.39884152069864,0,1.0
0.77,106106.95,41.34385165156476,9.685359912804959,5.119042626331264,43.85174580929901,1,3.0
0.51,1442973.47,71.91393546549403,18.007724008952152,1.0095403902332314,9.068800135320576,1,33.0
1.84,7240.0,1.110497237569061,39.84378453038674,0.0,59.045718232044194,0,26.0
1.05,1829991.74,50.88151873297526,22.843504200734806,0.23223492801120513,26.042742138278722,1,35.0
2.18,1594.45,0.7306594750540939,85.25322211420865,0.0,14.016118410737244,0,3.0
1.1,162802.65,60.12165035397151,16.941579267905038,6.2199847484055075,16.716785629717947,1,10.0
0.94,2171818.57,46.01622362958247,38.706633307772115,0.8900992130295673,14.387043849615855,1,35.0
0.99,13064.09,4.838836842060947,42.07242907848921,0.2830660229683047,52.80566805648155,0,10.0
1.26,5077.97,3.733381646602875,0.0,0.0,96.26661835339712,0,27.0
1.36,3646363.66,3.0422330393672254,68.36247265584035,0.19307481799552598,28.40221948679688,1,29.0
1.01,461063.73,54.29005226674413,35.55781757111973,3.0635699754565384,7.088560186679615,1,41.0
1.38,66360.74,2.8702663653238347,56.29087318797228,1.4921774531145975,39.346682993589276,1,34.0
1.0,373461.94,69.10592549270214,7.461868805158566,0.010225941631428358,23.421979760507856,1,50.0
2.12,23277.63,0.0713131018922459,6.947571552602219,0.0,92.98111534550553,0,4.0
1.56,70089.51,5.244194173992656,81.17982277233784,0.015694217294428228,13.560288836375086,1,0.0
0.94,463483.07,41.37217568702132,17.38252273162858,0.06109176760221252,41.18420981374789,1,1.0
1.49,1162.28,0.08603778779640019,0.11012836837939223,0.0,99.80383384382421,0,50.0
1.75,1384407.83,42.82005108277956,22.98925310181177,1.5336131116796703,32.657082703729,1,35.0
0.77,1155212.67,52.508632890946394,36.83645626913008,0.949875316031636,9.705035523891892,1,11.0
1.04,195742.46,39.190572142600026,37.10369226993468,5.9731649433648695,17.732570644100417,1,38.0
1.14,260487.14,16.987840551360808,49.77768576214549,5.921873916693161,27.31259976980053,1,37.0
1.44,4462.14,14.84377451178134,0.46166189317233436,0.0,84.69456359504632,0,27.0
0.99,292744.22,30.645424869532867,43.87086105406283,7.2314630157343505,18.252251060669963,1,38.0
1.45,464647.0,65.0896271793426,9.512597735485217,0.22640843479028164,25.17158186752524,1,24.0
1.32,12819.92,5.50682063538618,57.95847399983774,0.0,36.53470536477607,0,26.0
1.22,5778.15,0.0,3.8169656377906422,0.0,96.18303436220937,0,30.0
1.1,849840.0,17.62861244469547,38.25108255671656,1.0907935611409207,43.02951143744705,1,12.0
1.51,1953.97,0.45445938269267183,3.561978945429049,0.0,95.98356167187828,0,49.0
